32,29,37
32.3,28.5,38.54
32,29,37
32.3,28.5,38.54
16.9464,14.3,21.9
19.2573,16.5,24.2
17.7186,15.705,21.4048
20,17,24
20,17,24
17.5087,15.2,21.5
19.1,16.9,22.8
20.3,18.6,22.9
17.9958,15.5467,22.2867
17.7186,15.705,21.4048
17.9958,15.5467,22.2867
17.3382,15.0745,21.2356
21.7209,18.504,27.5816
21.8055,18.4821,27.9477
21.2828,18.5595,25.9337
19.2961,16.8405,23.4808
19.2961,16.8405,23.4808
16.686,13.9,22.1
14.328,11.9689,18.8752
13.9042,11.6566,18.1914
16.0197,13.7,20.2
18.6157,15.9017,23.5225
17.4203,14.9508,21.8268
18.0474,15.6733,22.1476
22.7769,20.189,27.0084
18.9515,16.2544,23.7728
21.7209,18.504,27.5816
20.8301,17.7389,26.4672
21.7209,18.504,27.5816
21.8055,18.4821,27.9477
22.8944,19.9494,27.9345
20.4868,17.8625,24.9705
22.2126,19.1349,27.6478
20.4163,17.732,25.0513
21.7209,18.504,27.5816
21.8055,18.4821,27.9477
20.1034,16.8503,26
20.8301,17.7389,26.4672
19.588,16.5779,25.1748
20.3818,17.5175,25.4722
22.2126,19.1349,27.6478
22.1017,19.0188,27.5623
22.2126,19.1349,27.6478
22.1017,19.0188,27.5623
21.4495,18.7432,26.0458
21.2374,18.3537,26.285
20.6365,17.7129,25.8517
19.2961,16.8405,23.4808
20.6365,17.7129,25.8517
19.2961,16.8405,23.4808
15.7577,13.5178,19.7595
15.8122,13.5724,19.8072
16.2574,13.9018,20.5036
16.109,13.8138,20.2139
31.2448,28.2127,35.9696
32.0589,28.9187,36.9649
32.6775,29.191,38.2631
17.4706,14.6857,22.7415
23.0377,19.3516,30.0286
22.0644,18.6977,28.2902
20.2205,17.2268,25.6735
20.4713,17.7211,25.2631
22.6486,19.1984,29.0235
19.8121,17.0031,24.8246
17.3644,14.8182,21.9805
22.658,19.9145,27.2456
23.1107,20.437,27.5094
19.9051,17.0031,25.1517
17.3946,15.2576,20.9874
23.0409,20,28.3
22.5233,19.3,28.3
21.7209,18.504,27.5816
21.8055,18.4821,27.9477
19.588,16.5779,25.1748
20.3818,17.5175,25.4722
26.9632,22.6786,35.0586
22.2126,19.1349,27.6478
22.1017,19.0188,27.5623
21.4495,18.7432,26.0458
21.2374,18.3537,26.285
16.2574,13.9018,20.5036
16.109,13.8138,20.2139
29.7468,26.6555,34.6595
30.1777,27.9966,33.3536
14.1967,12.0846,18.0532
22.2228,19.5966,26.5756
22.2419,19.9041,25.9699
24.212,21.2,29.3
24.2911,20.9,30.3
24.906,21.4158,31.101
22.2126,19.1349,27.6478
17.3951,14.704,22.4075
19.667,16.7372,25.0198
19.6707,17.1523,23.9727
22.9096,19.2932,29.7178
21.1391,18.3212,26.033
19.8958,17.5243,23.8388
19.1726,16.2544,24.5623
18.3871,15.7274,23.1778
18.6769,16.0411,23.3702
17.3396,14.9868,21.4567
25.3175,22.4429,30.0166
21.9901,19.3981,26.2823
20.6156,18.1909,24.6279
20.1031,17.5695,24.4045
25.6932,21.9668,32.4136
25.2941,21.8634,31.2962
22.7966,19.5853,28.5101
32.5411,30.9,34.8
19.9075,16.9828,25.2148
19.9075,16.9828,25.2148
19.93,16.7,26.1
24.1899,21.2766,29.052
24.6049,21.101,30.8701
23.0409,20,28.3
22.0241,18.9,27.6
21.1593,17.7,27.8
20.9412,17.8,26.7
24.9495,21.7583,30.3987
25.6764,22.9556,30.026
24.6049,21.101,30.8701
24.6049,21.101,30.8701
24.9209,21.779,30.2556
25.4051,22.69,29.757
25.2229,21.9904,30.747
24.6049,21.101,30.8701
24.2121,21.2,29.3
24.0421,20.8,29.7
22.0987,19,27.6
24.0421,20.8,29.7
23.7981,20.17,30.5041
20.6407,17.6,25.9
25.2229,21.9904,30.747
18.6363,15.9,23.6
20.8156,17.6,26.8
24.123,20.7906,30
23.9585,21.5629,27.723
23.6239,20.9,28.1
24.9209,21.779,30.2556
25.4051,22.69,29.757
21.9375,18.9,27.3
23.7981,20.17,30.5041
20.6407,17.6,25.9
25.2229,21.9904,30.747
20.8156,17.6,26.8
20.8156,17.6,26.8
17.2389,14.7421,21.739
16.0638,13.8158,20.0513
16.0638,13.8158,20.0513
19.6707,17.1523,23.9727
16.0638,13.8158,20.0513
16.0638,13.8158,20.0513
19.9612,17.0777,25.1517
19.6737,16.9285,24.537
21.5357,18.1846,27.7965
20.9441,17.8951,26.4527
22.4225,19.5124,27.4208
21.5704,18.5595,26.9053
27.2285,23.5267,33.7116
26,22,33.7011
17.8285,15.3172,22.2963
17.3396,14.9868,21.4567
18.6483,16.0191,23.3279
19.6737,16.9285,24.537
18.6122,16.3295,22.4473
19.3127,16.779,23.6838
22.7966,19.5853,28.5101
20.1034,16.8503,26
20.8301,17.7389,26.4672
19.588,16.5779,25.1748
20.3818,17.5175,25.4722
25.8399,23.3153,29.7811
25.7455,22.962,30.2233
23.9029,21.6982,27.2921
23.7953,21.5376,27.2921
22.2228,19.5966,26.5756
22.2419,19.9041,25.9699
20.7016,18.448,24.3349
20.9294,18.423,25.1037
19.1564,16.9333,22.8177
16.4828,14.5136,19.7595
17.1534,15.3495,20.0305
20.7079,18.4122,24.431
20.9045,18.3385,25.217
18.9408,16.7042,22.6469
16.4828,14.5136,19.7595
20.703,18.44,24.3562
20.9391,18.4556,25.0607
19.1428,16.9188,22.8069
16.4828,14.5136,19.7595
17.1534,15.3495,20.0305
20.7079,18.4122,24.431
20.9045,18.3385,25.217
18.9408,16.7042,22.6469
16.4828,14.5136,19.7595
19.5815,17.3756,23.1778
20.2506,17.821,24.2996
18.8952,16.7161,22.4763
15.8986,13.9018,19.284
17.9251,15.8028,21.4451
17.9251,15.8028,21.4451
15.8986,13.9018,19.284
19.5815,17.3756,23.1778
20.2506,17.821,24.2996
18.9046,16.725,22.4863
15.8986,13.9018,19.284
17.9251,15.8028,21.4451
17.9251,15.8028,21.4451
15.8986,13.9018,19.284
16.9604,15.0791,20.012
16.9999,14.7121,20.9892
23.9351,20.9,29.1
20.6781,17.6,26.3
15.7439,13.8269,18.9562
17.7765,15.4251,21.8468
16.9638,15.0824,20.0155
17.0091,14.7194,21.002
15.705,13.7842,18.9289
17.7765,15.4251,21.8468
15.5198,14.1303,17.64
16.9767,14.7156,20.9021
14.9184,13.2533,17.6248
15.5198,14.1303,17.64
17.0191,14.7764,20.8952
14.9348,13.2683,17.6432
16.8469,14.9703,19.8951
16.8469,14.9703,19.8951
13.1911,11.2651,16.6758
13.1911,11.2651,16.6758
20.5221,18.117,24.4967
20.5221,18.117,24.4967
20.4353,18.1124,24.2339
20.9311,19,23.9
18.0576,15.9158,21.6122
17.1332,14.8182,21.1767
17.1332,14.8182,21.1767
17.1332,14.8182,21.1767
19.1906,16.6294,23.6408
17.1332,14.8182,21.1767
17.1332,14.8182,21.1767
18.8955,16.5463,22.8628
15.9454,13.8251,19.6238
18.3399,15.7274,23.012
20.4141,18.5231,23.3243
26.3718,23.1771,31.7147
22.4049,19.8878,26.5049
33.1881,33.0977,33.2992
24.3256,22.5934,26.8407
23.7767,21.6093,27.0988
26.6838,23.8234,31.2731
26.6945,24.3674,30.222
29.0352,27.1873,31.6659
26.6875,24.9259,29.2106
27.2145,24.7868,30.9153
28.5213,26.3074,31.7913
22.2663,20.1382,25.5686
23.8349,21.4525,27.5783
24.0052,21.3614,28.2835
18.7764,16.8846,21.7557
16.8078,14.8262,20.0897
17.3404,15.6506,19.9765
16.8469,14.9703,19.8951
16.3366,14.4846,19.3624
17.1102,15.4997,19.5993
16.2747,14.5485,19.0351
17.7153,16.0728,20.2437
22.0823,19.0736,27.3565
21.0491,17.821,27.0344
21.2749,18.117,27.0344
21.553,19.6583,24.431
18.5836,16.2338,22.5778
24.3256,22.5934,26.8407
23.4314,21.3942,26.5175
24.3256,22.5934,26.8407
23.4314,21.3942,26.5175
20.5435,18.1981,24.3845
29.4292,31.1721,27.5468
20.1305,17.9691,23.6
22.6255,19.8767,27.2277
17.4083,14.9787,21.7129
18.9927,17.2268,21.7131
23.1429,20.8185,26.8
21.4942,18.8536,25.9337
18.8346,16,22.6469
20.5221,17.5834,25.7903
20.8839,18.927,23.9047
20.0806,18.4859,22.4473
17.9187,15.8017,21.4273
16.4922,14.4859,19.8527
20.4595,18.117,24.2996
28.3029,29.2472,27.2284
18.7779,17.2268,21.1
16.3724,14.3592,19.7581
14.5579,12.7071,17.7106
16.7132,14.7406,19.9813
17.1893,15.5762,19.6803
18.5379,16.9285,20.9751
17.0961,15.5008,19.5559
22.2417,20.2399,25.3
20.5922,18.0431,24.89
35.5021,33.0269,39.0821
35.5021,33.0269,39.0821
47.7418,49.3956,45.865
21.2834,19.9494,23.1778
13.2316,11.2863,16.7628
15.2694,13.0667,19.2317
14.5282,11.9,19.9
15.5206,13.3,19.5
24.1899,21.2766,29.052
14.7157,12.1,20
15.756,13.5,19.8
14.1038,11.5,19.5
15.6809,13.4,19.8
16.0414,13.8872,19.7942
14.1658,11.4441,19.9708
15.8889,13.2519,20.9953
14.1658,11.4441,19.9708
15.8889,13.2519,20.9953
21.3724,18.5575,26.2366
15.474,13.1565,19.7193
13.2316,11.2863,16.7628
13.9752,11.8194,17.9845
20.4974,17.9497,24.7995
21.4781,18.7846,26.0421
20.9167,18.2096,25.5613
21.3724,18.5575,26.2366
15.0652,12.7729,19.2982
28.1985,24.9259,33.5885
28.8195,25.3647,34.5755
29.9801,26.6071,35.4769
26.0305,22.2521,32.8476
20.1176,16.779,26.5822
25.6932,22.1096,32.0405
15.4668,13.1325,19.7595
24.8908,22.7495,28.1266
19.8575,17.3012,24.2339
19.4055,17.0283,23.3976
22.4819,20.5143,25.4675
21.3445,18.8263,25.516
22.406,20.2289,25.7997
22.6775,19.9495,27.2282
24.8692,22.8204,27.9345
24.9045,22.5366,28.574
24.8692,22.8204,27.9345
24.9045,22.5366,28.574
20.367,18.4259,23.3768
21.5664,19.5928,24.5944
21.8258,19.5632,25.4189
22.9168,20.8906,25.9987
24.3154,22.3233,27.2921
21.2015,20.0221,22.8462
22.9168,20.8906,25.9987
24.3154,22.3233,27.2921
20.0336,17.9488,23.3483
21.3994,19.8482,23.6593
21.5184,18.8038,26.1286
20.788,18.0431,25.536
20.483,18.0072,24.6203
20.3589,17.7469,24.8246
20.1534,17.3811,25.0335
18.8755,16.2544,23.5087
29.7912,25.7569,37
22.2935,18.6331,29.3376
13.285,11.8,15.7
32.3368,27.8749,40.2019
23.005,20.0221,28.1266
21.7801,18.1909,28.7015
22.2265,18.8536,28.4463
20.9782,17.821,26.7761
18.3134,15.3495,23.9706
18.6461,15.5764,24.5623
16.9149,14.0551,22.5138
16.301,13.5947,21.5423
28.3932,25.2036,33.5885
27.3112,24.3683,32.0405
25.6574,22.7963,30.3064
25.5907,22.3233,31.1662
41.5896,42.8,40.2
24.2253,20.8906,30.0971
22.9243,19.6583,28.7652
20.4182,17.1819,26.5245
21.7359,18.5595,27.4851
13.1152,10.8404,17.6392
21.4689,18.117,27.7421
23.6742,19.8039,31.1035
23.9233,20.8906,29.0835
23.3616,19.6583,30.3494
22.2265,18.8536,28.4463
23.9233,20.8906,29.0835
23.3616,19.6583,30.3494
22.2265,18.8536,28.4463
32.3627,28,38
32,28,38
20.9782,17.821,26.7761
18.6461,15.5764,24.5623
17.6336,14.704,23.31
20.9782,17.821,26.7761
18.6461,15.5764,24.5623
17.6336,14.704,23.31
21.0098,18.6331,24.89
16.0525,14.2081,19.0798
14.0416,11.79,18.3171
28.1016,26.4625,30.4033
26.6636,24.9259,29.1471
18.8326,16.6212,22.4898
17.2131,15.1253,20.7065
14.4947,12.6492,17.6403
18.4352,16.2015,22.1712
18.8328,16.6214,22.49
17.2208,15.1317,20.7166
18.4473,16.213,22.1837
13.333,11.7373,15.9899
15.8571,14.0545,18.8051
17.275,15.1367,20.8802
17.6452,15.7841,20.6161
16.0204,14.1157,19.1844
17.4522,15.2378,21.2214
12.4827,11.2651,14.3826
17.6458,15.7849,20.6165
19.6986,18.8002,20.9206
19.9421,17.1523,24.89
19.9421,17.1523,24.89
19.9421,17.1523,24.89
18.8687,16.4046,23.1116
15.9655,13.8251,19.6917
21.847,19.2932,26.0636
19.6963,16.7042,25.217
20.3052,17.6728,24.8246
26.7145,24.8563,29.401
30.1241,27.3663,34.3557
27.5023,24.9259,31.4791
28.3202,26.1013,31.604
25.9303,23.3858,29.9076
27.3759,25.2729,30.4753
25.4097,22.4913,30.1991
25.4165,22.6048,29.9733
26.2071,22.7675,32.1419
27.6248,25.1453,31.4103
25.7475,22.5657,31.1085
25.3955,22.9869,29.1255
26.1356,23.2938,30.7155
25.4982,22.8766,29.6512
24.3185,21.0413,30.0362
23.5634,20.4228,29.0173
25.0496,22.47,29.138
24.5823,22.02,28.6582
32,29,37
32,29,37
32.3,28.5,39.48
32.3,28.5,39.48
20.9433,18.0431,26.0636
20.0986,17.5243,24.4967
19.6981,17.0031,24.431
23.633,20.2821,29.6127
22.8651,19.7718,28.2709
18.4786,15.6896,23.6077
21.4779,18.8558,25.8758
20.4347,17.8938,24.7259
19.5668,16.8903,24.2667
21.1435,17.8967,27.1674
19.966,17.2886,24.6275
25.5831,21.7524,32.5998
24.1994,21.0796,29.5435
29.1916,26.3783,33.5671
26.3947,23.9483,30.1602
25.9564,23.4563,29.8442
23.6443,21.0347,27.8704
21.8193,19.3292,25.897
23.633,20.2821,29.6127
21.2394,18.1946,26.7006
17.8545,15.3127,22.3989
17.5208,15.0397,21.9457
16.941,14.4473,21.4705
16.941,14.4473,21.4705
16.941,14.4473,21.4705
15.0805,12.7617,19.3857
18.6501,15.8999,23.6497
26.4763,23.0136,32.4423
26.2517,22.4814,33.02
23.4853,20.0221,29.7811
18.4338,15.5748,23.7657
18.6501,15.8999,23.6497
18.6501,15.8999,23.6497
14.7513,12.205,19.8
14.394,11.9594,19.1615
32,29,37
20.7593,17.7469,26.1934
20.87,17.821,26
21.4975,18.4122,27.0344
20.5001,17.5986,25.6735
27.0087,24.3981,31.0722
24.8806,22.51,28.5562
24.7785,22.0398,29.2155
25.0893,22.6288,28.9345
24.9056,22.0358,29.6204
25.4915,23.1302,29.1255
32,29,37
32.3,28.5,39.48
20.4867,18.554,23.4754
23.5714,21.5376,26.6469
16.9372,15.1979,19.6917
17.565,15.7165,20.5139
20.8428,19.4394,22.86
18.7787,16.779,21.9805
20.8128,19.4394,22.7798
15.8763,14.5266,17.9103
16.5628,14.9837,19.0116
15.1293,13.2097,18.3969
16.8698,14.9251,20.0652
15.7569,14.0455,18.5142
13.9791,12.1933,17.027
14.7099,12.7459,18.1229
13.9983,12.1742,17.1366
16.044,14.1337,19.219
14.3797,12.7026,17.1466
14.9168,13.3141,17.4899
11.6763,10.3991,13.7386
14.6719,13.2868,16.8142
13.5869,12.1556,15.8711
13.2498,11.8129,15.5636
13.7091,12.2803,15.9817
14.6719,13.2868,16.8142
11.0291,9.7652,13.1016
12.8687,11.4598,15.1444
